"glotto";"language name";"latitude";"longitude";"comment";"Source";"author";"title";"publication";"publisher";"school";"address";"year";"edition";"entryType";"booktitle";"editor";"link";"date of entry";"link to source";"family";"Kinship";"Pronouns";"ISO";"Classification";"location";"marriage_rule"
"nawu1242";"Nawuri";0,06152;8,46181;"N represents nasal consonant homorganic with following consonant.";"Sherwood, Barbara. (1982) A grammatical description of Nawuri. Society of Oriental and African Studies doctoral dissertation.";"Sherwood, Barbara";" Society of Oriental and African Studies doctoral dissertation";" (1982) A grammatical description of Nawuri";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo > Potou-Tano > Tano > Guang > North Guang > Oti North Guang > Mountain Oti North Guang > nawu1242";;
"krob1245";"Krobu";-4,49674;5,8495;;"Mensah, Emmanuel N.A. (1983) Le Krobou. In Georges Hérault (ed.), Atlas des langues kwa de Cote d'Ivoire volume 1, 425-463. Abidjan & Paris: Inst. de Linguistique Appliquée (ILA), Agence de Coopération Culturelle et Technique (ACCT).";"Mensah, Emmanuel N";" (1983) Le Krobou";"A";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo > Potou-Tano > Tano > krob1245";;
"abur1243";"Abure";-3,57686;5,2666;;"Burmeister, Jonathan L. (1983) L'Abouré. In Georges Hérault (ed.), Atlas des langues kwa de Cote d'Ivoire volume 1, 67-81. Abidjan & Paris: Institut de Linguistique Appliquée (ILA), Agence de Coopération Culturelle et Technique (ACCT).";"Burmeister, Jonathan L";" In Georges Hérault (ed";" (1983) L'Abouré";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo > Potou-Tano > Tano > Western Tano > abur1243";;
"bakw1243";"Bakwé";-6,57547;5,29517;"I can't find non-subject forms for the third person.";"Yepi, Babo Alexis. (2006) Bakυɛwaklüüa-pɔɔkυ = Dictionnaire Bakυɛwii - Gögbiiwii, Bakwé-Français. Meagui, Côte d'Ivoire: Centre de Traduction et d'Alphabétisation en langue Bakwé.";"Yepi, Babo Alexis";" Meagui, Côte d'Ivoire: Centre de Traduction et d'Alphabétisation en langue Bakwé";" (2006) Bakυɛwaklüüa-pɔɔkυ = Dictionnaire Bakυɛwii - Gögbiiwii, Bakwé-Français";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Kru > Eastern Kru > Bakwe-Wane > bakw1243";;
"band1345";"Banda-Ndélé";21,83532;7,90614;;"Sampson, Douglas L. (1997) The pronouns of Banda-Tangbago of Sudan. Occasional Papers in the Study of Sudanese Languages 7. 91-102.";"Sampson, Douglas L";" Occasional Papers in the Study of Sudanese Languages 7";" (1997) The pronouns of Banda-Tangbago of Sudan";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Ubangi > Bandaic > Central Bandaic > Central Core Bandaic > band1345";;
"gbay1281";"Gbaya-Mbodomo";14,34221;4,77766;"alienable possessive pronouns shown. Inalienable possessive pronouns are the same as the O series with the exception of wá for 3PL and only nɛ̀ for 3SG";"Boyd, Virginia L. (1997) A Phonology and Grammar of Mbódɔ́mɔ́. University of Texas at Arlington MA thesis. ";"Boyd, Virginia L";" University of Texas at Arlington MA thesis";" (1997) A Phonology and Grammar of Mbódɔ́mɔ́";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gbaya-Manza-Ngbaka > Gbaya Oriental > Mbodomo-Bofi > gbay1281";;
"nort2774";"Ngbandi";21,83952;3,81697;;"Toronzoni, Ngama-Nzombio Tra Ndele. (1989) Description du Ngbandi. Université Libre du Bruxelles doctoral dissertation.";"Toronzoni, Ngama-Nzombio Tra Ndele";" Université Libre du Bruxelles doctoral dissertation";" (1989) Description du Ngbandi";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Ubangi > Ngbandi-Mongoba-Kazibati > Ngbandic > Nuclear Ngbandic > nort2774";;
"mayo1261";"Mayogo";27,85174;2,88796;;"Sawka, Kenneth Stanley. (2001) Aspects of Mayogo grammar. University of Texas at Arlington MA thesis.";"Sawka, Kenneth Stanley";" University of Texas at Arlington MA thesis";" (2001) Aspects of Mayogo grammar";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Ubangi > Sere-Ngbaka-Mba > Ngbaka-Mba > Mundu-Baka > Eastern Mundu-Baka > Mayogo-Bangba > mayo1261";;
"zand1248";"Zande";26,09473;4,11489;;"Gore, E. C. (1926) A Zande Grammar. London: Sheldon Press.";"Gore, E";" (1926) A Zande Grammar";" C";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Ubangi > Zandic > Zande-Nzakara > zand1248";;
"mamb1294";"Mambay";13,92979;9,51221;"1DL.INCL is paradigmatically singular (minimal/augmented system) Alienable free pronouns entered here. There are also bound inalienable forms.";"Anonby, Erik John. (2008) Phonology and Morphology of Mambay (Niger-Congo, Adamawa). Leiden University doctoral dissertation.";"Anonby, Erik John";" Leiden University doctoral dissertation";" (2008) Phonology and Morphology of Mambay (Niger-Congo, Adamawa)";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Mbumic > Northern Mbum > Tupuri-Mundang-Mambai > mamb1294";;
"nucl1240";"Mumuye";11,69058;8,90091;;"Shimizu, Kiyoshi. (1983) The Zing Dialect of Mumuye: A Descriptive Grammar with a Mumuye-English Dictionary and an English-Mumuye index. Hamburg: Helmut Buske.";"Shimizu, Kiyoshi";" Hamburg: Helmut Buske";" (1983) The Zing Dialect of Mumuye: A Descriptive Grammar with a Mumuye-English Dictionary and an English-Mumuye index";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Central Adamawa > Mumuye-Yandang > Mumuyic > nucl1240";;
"diii1241";"Dii";14,01575;8,00336;"1DL.INCL paradigmatically singular (minimal/augmented system)";"Bohnhoff, Lee Edward. (2010) A description of Dii: Phonology, grammar, and discourse. Ngaoundéré, Cameroun: Dii Literature Team.";"Bohnhoff, Lee Edward";" Ngaoundéré, Cameroun: Dii Literature Team";" (2010) A description of Dii: Phonology, grammar, and discourse";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Central Adamawa > Samba Duru > Southern Samba Duru > Diic > diii1241";;
"kolb1240";"Kolbila";13,27025;8,27409;;"Littig, Sabine. (2009) Pronouns in Kolbila. Paper presented at WOCAL, August 2009, Cologne. ";"Littig, Sabine";" Paper presented at WOCAL, August 2009, Cologne";" (2009) Pronouns in Kolbila";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Central Adamawa > Samba Duru > Southern Samba Duru > Sambaic > kolb1240";;
"sout2782";"Fali";13,62491;9,4932;;"Ennulat, Juergen & Helene Ennulat. (1971) Outline of the Grammar of Fali: A language spoken in Northern Cameroun. Yaoundé: SIL.";"Ennulat, Juergen & Helene Ennulat";" Yaoundé: SIL";" (1971) Outline of the Grammar of Fali: A language spoken in Northern Cameroun";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Unclassified Volta-Congo > Adamawa Fali > sout2782";;
"tula1252";"Tula";11,50974;9,87233;;"Lukas, Johannes. (1955/1956) Grammar of the Tula Language (Northern Provinces, Nigeria). Afrika und Übersee XXXIX(3, 4). 101-118, 149-168.";"Lukas, Johannes";" Afrika und Übersee XXXIX(3, 4)";" (1955/1956) Grammar of the Tula Language (Northern Provinces, Nigeria)";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Waja-Jen > Tula-Waja > Tulaic > Nuclear Tulaic > tula1252";;
"jams1239";"Dogon, Jamsay";-2,42634;14,49273;"alienable Poss. forms given. There is also an inalienable series, the members of which have the same sound segments as the O forms, with different tonal marking.";"Heath, Jeffrey. (2008) A grammar of Jamsay (Mouton Grammar Library 45). Berlin: Mouton de Gruyter.";"Heath, Jeffrey";" Berlin: Mouton de Gruyter";" (2008) A grammar of Jamsay (Mouton Grammar Library 45)";;;;;;;;;;;;;;;;"Dogon > Plains Dogon > jams1239";;
"buam1238";"Buamu";-3,71029;12,05962;"alienable poss. forms given, inalienable forms = O forms";"Morse, Mary Lynn Alice. (1976) A sketch of the phonology and morphology of Bobo (Upper Volta). University of New York doctoral dissertation.";"Morse, Mary Lynn Alice";" University of New York doctoral dissertation";" (1976) A sketch of the phonology and morphology of Bobo (Upper Volta)";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Northern Central Gur > Bwamu-Oti-Volta > Bwamu > Nuclear Bwamu > buam1238";;
"makw1236";"Makwe";40,3543;-10,74818;;"Devos, Maud. (2008) A grammar of Makwe (LINCOM Studies in African linguistics 71). München: Lincom Europa.";"Devos, Maud";" München: Lincom Europa";" (2008) A grammar of Makwe (LINCOM Studies in African linguistics 71)";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Rufiji-Ruvuma > Ruvuma > Makonde-Makwe > makw1236";;
"maas1239";"Fulfulde, Maasina";-4,88543;14,03622;;"Breedveld, J.O. (1995) Form and meaning in Fulfulde: a morphophonological study of Maasinankore. 32. CNWS Publications: Leiden.";"Breedveld, J";" (1995) Form and meaning in Fulfulde: a morphophonological study of Maasinankore";"O";;;;;;;;;;;;;;;;"Atlantic-Congo > North-Central Atlantic > North Atlantic > Peul-Serer > Fula > Fula-West Central > maas1239";;
"konn1242";"Konni";-1,53798;10,23498;"ATR harmony, -ATR forms given";"Cahill, Michael S. (1999) Aspects of the Morphology and Phonology of Kɔnni. Ohio State University doctoral dissertation. ";"Cahill, Michael S";" Ohio State University doctoral dissertation";" (1999) Aspects of the Morphology and Phonology of Kɔnni";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Northern Central Gur > Bwamu-Oti-Volta > Oti-Volta > Buli-Koma > konn1242";;
"gour1243";"Gourmanchéma";0,92545;12,28977;"gender 1 = class 1 = human, gender 2 = class 3 = inanimate (only distinction is the inanimate form having optional yu fo O)  The first and second person possessive is segmentally identical with the pronoun it replaces, and will have mid or high tone according to the tonal pattern occurring on the noun base + suffix follow. p74";"Beckett, Eleanor. (1974) A linguistic analysis of Gurma. University of British Columbia MA thesis.";"Beckett, Eleanor";" University of British Columbia MA thesis";" (1974) A linguistic analysis of Gurma";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Northern Central Gur > Bwamu-Oti-Volta > Oti-Volta > Nuclear Oti-Volta > Gurma-Yom-Oti-Volta Occidental > Gurma-Yom-Naudem > Gurma > Gurma B > Gourmantche-Moba > gour1243";;
"ngan1299";"Gangam";0,58969;10,23204;"tones with tone bars 3SG.GEND2 = inanimate";"Higdon, Lee M. (2001) An overview of Gangam grammar. Lomé, Togo: SIL Togo. ";"Higdon, Lee M";" Lomé, Togo: SIL Togo";" (2001) An overview of Gangam grammar";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Northern Central Gur > Bwamu-Oti-Volta > Oti-Volta > Nuclear Oti-Volta > Gurma-Yom-Oti-Volta Occidental > Gurma-Yom-Naudem > Gurma > Gurma B > Konkomba-Gangam > ngan1299";;
"east2398";"Karaboro, Eastern";-4,52868;10,5196;;"Wichser, Magdalena. (1994) Description grammaticale du Kar: langue senoufo du Burkina Faso. Paris: Ecole Pratique des Hautes Etudes doctoral dissertation.";"Wichser, Magdalena";" Paris: Ecole Pratique des Hautes Etudes doctoral dissertation";" (1994) Description grammaticale du Kar: langue senoufo du Burkina Faso";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Senufo > Karaboro > east2398";;
"supy1237";"Sénoufo, Supyire";-5,84555;11,43749;"There are two sets of first and second person pronouns in Kampwo Supyire. One set is used mainly in declarative sentences. The other set is used only in non-declarative sentences such as commands, prohibitions, questions, blessings, vocatives and exclamations. p151 The declarative forms are presented here.  For purposes of agreement, first and second person pronouns are in gender 1, which is semantically the gender of human beings. p153 Supyrie makes no formal distinction between third person pronouns and determiners. p155 In third person for each gender there are four basic pronoun forms: anaphoric, indefinite/partitive, identifier and deictic identifier. p155 The anaphoric forms for genders 1 & 2 in the singular and gender 1 for plural are provided here.";"Carlson, Robert. (1994) A Grammar of Supyire (Mouton Grammar Library 14). Berlin: Mouton de Gruyter.";"Carlson, Robert";" Berlin: Mouton de Gruyter";" (1994) A Grammar of Supyire (Mouton Grammar Library 14)";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Senufo > North Senufo > Supyiric > supy1237";;
"viem1243";"Viemo";-3,83443;10,84058;"In one place the 3SG.GEND1 O form is transcribed /wɔ/ in others /wo/";"Prost, André. (1979) Le Viemo: langue des Vievɔ dits Viguié (Documents Linguistiques 23). Dakar: Publications de Département de Linguistique Générale et Linguistique Africaine de la Faculté des Lettres et Sciences Humaine de l'Université de Dakar.";"Prost, André";" Dakar: Publications de Département de Linguistique Générale et Linguistique Africaine de la Faculté des Lettres et Sciences Humaine de l'Université de Dakar";" (1979) Le Viemo: langue des Vievɔ dits Viguié (Documents Linguistiques 23)";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > viem1243";;
"nort2787";"Toussian, Northern";-4,81907;11,15321;;"Zaugg-Coretti, Silvia. (2005) Le syntagme nominal en Toussian du nord (langue voltaïque du Burkina Faso). Universität Zürich MA thesis.";"Zaugg-Coretti, Silvia";" Universität Zürich MA thesis";" (2005) Le syntagme nominal en Toussian du nord (langue voltaïque du Burkina Faso)";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Tusia > nort2787";;
"tief1242";"Tiéfo";-4,52615;10,7184;;"Winkelmann, Kerstin. (1998) Die Sprache der Cɛfɔ von Daramandugu (Burkina Faso) (Berichte des Sonderforschungsbereichs 268 Kulturentwicklung und Sprachgeschichte im Naturraum Westafrikanische Savanne 11). Frankfurt am Main: Johann Wolfgang Goethe Universität. Publication of PhD 1996 Univ. Frankfurt/Main. VII+218p";"Winkelmann, Kerstin";" Frankfurt am Main: Johann Wolfgang Goethe Universität";" (1998) Die Sprache der Cɛfɔ von Daramandugu (Burkina Faso) (Berichte des Sonderforschungsbereichs 268 Kulturentwicklung und Sprachgeschichte im Naturraum Westafrikanische Savanne 11)";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Tiefoic > tief1242";;
"wara1292";"Wara";-5,38157;10,7243;;"Prost, André. (1968) Esquisse grammaticale du Wara. In Deux Langues Voltaïques en Voie de Disparition: Le Wara et le Natioro (Documents Linguistiques), 1-37, 55-79. Dakar: Publications de Département de Linguistique Générale et Linguistique Africaine de la Faculté des Lettres et Sciences Humaine de l'Université de Dakar.";"Prost, André";" In Deux Langues Voltaïques en Voie de Disparition: Le Wara et le Natioro (Documents Linguistiques), 1-37, 55-79";" (1968) Esquisse grammaticale du Wara";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Samu > wara1292";;
"boun1243";"Kulango, Bouna";-3,07066;9,17296;"O forms are suffixes, Poss. forms are proclitics";"Elders, Stefan. (2008) Grammaire kulango (parler de Bouna, Côte d'Ivoire) (Gur Monographs 10). Köln: Rüdiger Köppe Verlag.";"Elders, Stefan";" Köln: Rüdiger Köppe Verlag";" (2008) Grammaire kulango (parler de Bouna, Côte d'Ivoire) (Gur Monographs 10)";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Kulango-Lorom > Kulango > boun1243";;
"baat1238";"Bariba";2,62001;10,22141;;"Welmers, William E. (1952) Notes on Bariba. Language 28(1). 82-103.";"Welmers, William E";" Language 28(1)";" (1952) Notes on Bariba";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Southern Central Gur > baat1238";;
"lobi1245";"Lobi";-3,37522;10,29093;"different O/A forms for different tenses the passé composé forms are given. These are the simplest forms. Tone not transcribed on pronouns for unclear reasons, neuter/non-human forms not (clearly) given";"Maïmouna Le Men, Fané. (2007) Parlons Lobiri. Paris: L'Harmattan.";"Maïmouna Le Men, Fané";" Paris: L'Harmattan";" (2007) Parlons Lobiri";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Southern Central Gur > Lobiri-Jaane > lobi1245";;
"pali1273";"Yom";76,62831;26,48838;;"Beacham, Charles Gordon Jr. (1968) The Phonology and Morphology of Yom. Hartford Seminary Foundation doctoral dissertation.";"Beacham, Charles Gordon Jr";" Hartford Seminary Foundation doctoral dissertation";" (1968) The Phonology and Morphology of Yom";;;;;;;;;;;;;;;;"Indo-European > Indo-Iranian > Indo-Aryan > Bihari > pali1273";;
"fare1241";"Farefare";-0,85296;10,76632;;"Equipe de la SIL. (2008) Grammaire élémentaire du Ninkãre. 2nd edn. Ouagadougou 01, Burkina Faso: Société Internationale de Linguistique.";"Equipe de la SIL";" 2nd edn";" (2008) Grammaire élémentaire du Ninkãre";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Northern Central Gur > Bwamu-Oti-Volta > Oti-Volta > Nuclear Oti-Volta > Gurma-Yom-Oti-Volta Occidental > Oti-Volta Occidental > Nuclear Oti-Volta Occidental > Northwest Oti-Volta > Mossi-Farefare > Farefareic > fare1241";;
"sout2789";"Dagaare";-2,56893;10,45337;"For all singular persons for subject and possessive pronouns there are free forms and clitic forms. The clitic forms are more commonly used, while the free forms are used for emphasis.";"Kropp Dakubu, Mary Esther. (2005) Dagaare grammar (Collected language notes 26). Legon: Inst. of African Studies (IAS), Univ. of Ghana.";"Kropp Dakubu, Mary Esther";" Legon: Inst";" (2005) Dagaare grammar (Collected language notes 26)";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Northern Central Gur > Bwamu-Oti-Volta > Oti-Volta > Nuclear Oti-Volta > Gurma-Yom-Oti-Volta Occidental > Oti-Volta Occidental > Nuclear Oti-Volta Occidental > Northwest Oti-Volta > Safaliba-Dagaare > Dagaaric > Central-South Dagaric > sout2789";;
"mamp1244";"Mampruli";-0,76656;10,31977;;"Kropp Dakubu, Mary E. (1980) West African Language Data Sheets: Volume 2. West African Linguistic Society.";"Kropp Dakubu, Mary E";" West African Linguistic Society";" (1980) West African Language Data Sheets: Volume 2";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Northern Central Gur > Bwamu-Oti-Volta > Oti-Volta > Nuclear Oti-Volta > Gurma-Yom-Oti-Volta Occidental > Oti-Volta Occidental > Nuclear Oti-Volta Occidental > Southeast Western Oti-Volta > Mampruli-Dagbani > mamp1244";;
"nate1242";"Nateni";1,29367;10,48434;;"Neukom, Lukas. (1995) Description grammaticale du nateni (Bénin): système verbale, classification nominale, phrases complexes (Arbeiten des Seminars für Allgemeine Sprachwissenschaft 14). Zürich: ASAS-Verlag.";"Neukom, Lukas";" Zürich: ASAS-Verlag";" (1995) Description grammaticale du nateni (Bénin): système verbale, classification nominale, phrases complexes (Arbeiten des Seminars für Allgemeine Sprachwissenschaft 14)";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Northern Central Gur > Bwamu-Oti-Volta > Oti-Volta > Nuclear Oti-Volta > Oti-Volta Oriental > Waama-Tayari-Ditammari > Tayari-Ditammari > nate1242";;
"mbel1240";"Mbelimbe";0,93859;10,46452;;"Neukom, Lukas. (2004) Esquisse grammaticale du mbèlimè, langue voltaïque du Bénin (Arbeiten des Seminars für Allgemeine Sprachwissenschaft 18). Zürich: ASAS-Verlag.";"Neukom, Lukas";" Zürich: ASAS-Verlag";" (2004) Esquisse grammaticale du mbèlimè, langue voltaïque du Bénin (Arbeiten des Seminars für Allgemeine Sprachwissenschaft 18)";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Northern Central Gur > Bwamu-Oti-Volta > Oti-Volta > Nuclear Oti-Volta > Oti-Volta Oriental > Waama-Tayari-Ditammari > Tayari-Ditammari > Ditammaric > mbel1240";;
"akpe1248";"Akpes";5,90834;7,5942;;"Agoyi, Taiwo Ọdeyemi. (2001) The category of number and the genetic classification of Èkiròmì. Inquiry in African Languages and Literatures 4. 62-80. Also as TO Agoyi 1999 The category of number and the genetic classification of Ekiromi, O Arohunmolase (ed) Nigerian Languages in Scientific and Technological Advancement, Akure: JBS Printing and Publishing, pp. 79-97.";"Agoyi, Taiwo Ọdeyemi";" Inquiry in African Languages and Literatures 4";" (2001) The category of number and the genetic classification of Èkiròmì";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Akpes-Edoid > akpe1248";;
"esan1238";"Esan";6,36564;6,53417;;"Klomp, Paul. (1993) A sketch of the phonology and morphology of Esan. Leiden University MA thesis.";"Klomp, Paul";" Leiden University MA thesis";" (1993) A sketch of the phonology and morphology of Esan";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Akpes-Edoid > Edoid > North-Central Edoid > Central Plains Edoid > esan1238";;
"samb1311";"Samba Daka";11,61626;8,18573;"The 2PL A/S forms have many variants.";"Boyd, Raymond. (2004) The Syntax and Semantics of the Chamba-Daka Verbal Noun. Afrika und Übersee 87. 193-288. ";"Boyd, Raymond";" Afrika und Übersee 87";" (2004) The Syntax and Semantics of the Chamba-Daka Verbal Noun";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Northern Bantoid > Dakoid > Taram-Dirim-Nnakenyare > samb1311";;
"kwan1276";"Kwanja";11,6842;6,41005;"˥ = extra high, ˦ = high 3SG,GEND2 = impersonal";"Robson, Laura. (2011) The Documentation of the Language Ecology of Njanga, a Moribund Language of Cameroon. University of Kent doctoral dissertation.";"Robson, Laura";" University of Kent doctoral dissertation";" (2011) The Documentation of the Language Ecology of Njanga, a Moribund Language of Cameroon";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Northern Bantoid > Mambiloid > Nizaa-Mambila-Vute > Konja-Mambila-Vute > Konja > kwan1276";;
"suga1248";"Nizaa";12,41826;7,14417;;"Kjelsvik, Bjørghild. (2002) Verb chains in Nizaa. University of Oslo MA thesis.";"Kjelsvik, Bjørghild";" University of Oslo MA thesis";" (2002) Verb chains in Nizaa";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Northern Bantoid > Mambiloid > Nizaa-Mambila-Vute > suga1248";;
"tika1246";"Tikar";11,58374;5,85445;;"Stanley, Carol. (1991) Description morpho-syntaxique de la langue tikar: (parlée au Cameroun). Epinay sur Seine: Société internationale de linguistique.";"Stanley, Carol";" Epinay sur Seine: Société internationale de linguistique";" (1991) Description morpho-syntaxique de la langue tikar: (parlée au Cameroun)";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Northern Bantoid > tika1246";;
"keme1240";"Kemedzung";10,49974;6,6964;"Possessive pronouns consist of a root and a prefix corresponding to one of 14 noun classes. The roots are provided here.   The personal pronouns provided for A, S and O are those belonging to Noun Class 1 for humans.";"Smoes, Christopher L. (2010) A Sketch Grammar of the Kemezung Language. Yaoundé: SIL, Cameroun. ";"Smoes, Christopher L";" Yaoundé: SIL, Cameroun";" (2010) A Sketch Grammar of the Kemezung Language";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Beboid > Eastern Beboid > Bebe-Kemezung > Naki-Kemezung > keme1240";;
"ejag1239";"Ejagham";8,62551;5,53316;"There are nine noun classes. For the personal pronouns The third person (referent) forms for all noun classes but 1 and 2 are formed in a regular manner. The pronoun consists of a root and a complex affix. The root is a concord morpheme from the appropriate class. The complex affix consists of a prefixed Ń- and a suffixed -nɛ̀. p320  The possessive pronominal forms provided here are roots that take one of 9 noun-class prefixes. p327";"Watters, John R. (1981) A Phonology and Morphology of Ejagham - with notes on Dialect Variation. Los Angeles: University of California doctoral dissertation.";"Watters, John R";" Los Angeles: University of California doctoral dissertation";" (1981) A Phonology and Morphology of Ejagham - with notes on Dialect Variation";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Ekoid-Mbe > Ekoid > Bakor-Ejagham > ejag1239";;
"izer1241";"Izere";9,0808;9,89058;"Certain forms not given, as conceded by the source.";"Lukas, Johannes & A. Willms. (1961) Outline of the Language of the Jarawa in Northern Nigeria (Plateau Province). Afrika und Übersee XLV. 1-66.";"Lukas, Johannes & A";" (1961) Outline of the Language of the Jarawa in Northern Nigeria (Plateau Province)";" Willms";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Benue-Congo Plateau > Benue-Congo Central Plateau > South-Central Benue-Congo Plateau > Izeric > izer1241";;
"deny1238";"Denya";9,3893;5,99999;"Poss. forms for class 1 nouns given";"Seguin, Lawrence. (1998) A preliminary stratificational analysis of some Denya (ACLAM 882) morphological and syntactic structures. Yaoundé: SIL.";"Seguin, Lawrence";" Yaoundé: SIL";" (1998) A preliminary stratificational analysis of some Denya (ACLAM 882) morphological and syntactic structures";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Mamfe > Kendem-Denya > deny1238";;
"noon1243";"Noone";10,57116;6,39044;"tone represented with tone bars, they're ugly but they work.  GEND1 = human GEND2 = class1 possessive pronouns are for when the possessum is class 1";"Hyman, L. M. (1981) Noni Grammatical Structure (Southern California Occasional Papers in Linguistics 9). Los Angeles: Department of Linguistics, University of Southern California.";"Hyman, L";" (1981) Noni Grammatical Structure (Southern California Occasional Papers in Linguistics 9)";" M";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Beboid > Eastern Beboid > Nsari-Nooni-Ncane > Nooni-Ncane > noon1243";;
"bekw1241";"Bekwarra";8,84895;6,733;;"Stanford, Ronald. (1967) The Bekwarra Language of Nigeria - A Grammatical Description. University of London doctoral dissertation. ";"Stanford, Ronald";" University of London doctoral dissertation";" (1967) The Bekwarra Language of Nigeria - A Grammatical Description";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Bendic > bekw1241";;
"bete1262";"Bete-Bendi";9,17589;6,62134;;"Oha, Amechi Boniface. (2012) Personal pronouns in Bette: A preliminary study. The Nigerian Linguists Festschrift Series 9. 665-675. ";"Oha, Amechi Boniface";" The Nigerian Linguists Festschrift Series 9";" (2012) Personal pronouns in Bette: A preliminary study";;;;;;;;;;;;;;;;"Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Bendic > bete1262";;
