glotto;language name;latitude;longitude;comment;Source;date of entry;link to source;family;Kinship;Pronouns;ISO;location
maba1278;Maba (Indonesia);0.59;128.42 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
gane1237;Gane (Gimán);-0.43 ;127.98 ;Data incomplete and source word list requires interpretation ;Stokhof, W. A. L. and Saleh-Bronkhorst, Lia. 1980. Holle lists: vocabularies in languages of Indonesia Vol.2: Sula and Bacan islands, North Halmahera, South and East Halmahera. (Pacific Linguistics: Series D, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University.;20170612;http://glottolog.org/resource/reference/id/13534;Austronesian;x;;;
akla1241;Aklanon;11.55;122.35 ;;Salas Reyes, Vicente. 1968. Dictionary (of Root Words and Derivations), Aklanon to English. (A Study of the Aklanon Dialect, 2.) Manila: Peace Corps. 401pp. ;20170614;http://glottolog.org/resource/reference/id/14965;Austronesian;x;x;;
kamb1299;Kambera;-9.88;120.23 ;;From Symmetry to Asymmetry. An Evolutionary Interpretation of Eastern Sumbanese Relationship Terminology;20170614;;Austronesian;x;;;
uabm1237;Atoni (Uab Meto);-9.77;124.14 ;;Schulte Nordholt, R. G. 1981. The political system of the Atoni of Timor. (Verhandelingen van het Koninklijk Instituut voor Taal-, Land- en Volkenkunde, 60.) 's Gravenhage: Martinus Nijhoff. 555pp ;20170614;http://glottolog.org/resource/reference/id/472332;Austronesian;x;;;
bann1247;Bannoni;-6.23;155.13 ;;Lincoln, Peter Craig. 1976. Describing Banoni: An Austronesian Language of Southwest Bougainville. Ann Arbor: UMI. (Doctoral dissertation, University of Hawai'i at Mānoa. 312pp.) ;20170614;http://glottolog.org/resource/reference/id/18369;Austronesian;x;;;
bari1288;Bario Kelabit bari1288;3.32;115.43 ;;Janowski, Monica. Being 'Big', Beeing 'Good': Feeding, kinship, potency and status among the Kelabit of Sarawak. In: Kinship and Food in South East Asia. Nordic Institute of Asian Studies. NIAS No. 38. Edited by Monica Janowski and Fiona Kerlogue. 2007.;20170614;https://books.google.de/books?id=ScykJxGVNXYC&pg=PA96&lpg=PA96&dq=kelabit+kinship&source=bl&ots=b6oYHySdrG&sig=OqoGIumbOlPCdywSbgn-6LYy82Q&hl=en&sa=X&ved=0ahUKEwif99qo87zUAhWHKVAKHbHbApoQ6AEIKDAA#v=onepage&q=kelabit%20kinship&f=false;Austronesian;x;;;
bilb1241;Bilibil;-5.27;145.76 ;;Dempwolff, Otto. 1909. Beiträge zur Kenntnis der Sprache von Bilibili. Mitteilungen des Seminars für Orientalische Sprachen 12. 221-261. ;20170614;http://glottolog.org/resource/reference/id/121232;Austronesian;x;;;
buka1261;Bukat;1.29;113.25 ;;Shanthi Thambiah. 2007. The emergence of the ethnic category Bhuket: diversity and the collective hunter-gatherer identity in Borneo. In Sercombe, Peter and Bernard Sellato (eds.), Beyond the green myth: Borneo's hunter-gatherers in the 21st century, 91-109. Copenhagen: Nordic Institute of Asian Studies. ;20170614;http://glottolog.org/resource/reference/id/56723;Austronesian;x;;;
buru1303;Buru;-3.44;126.63 ;;Charles E. Grimes. 1991. The Buru Language of Eastern Indonesia. Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian Natl. Univ. (Doctoral dissertation, Australian National University. xvi+562pp.) ;20170614;http://glottolog.org/resource/reference/id/155236;Austronesian;x;;;
cebu1242;Cebuano;8.39;124.37 ;;Wolff, John Ulrich. 1972. A dictionary of Cebuano Visayan. Cornell University, Southeast Asia Program and Linguistic Society of the Philippines. xx+1164pp. (2 vols.) ;20170614;http://glottolog.org/resource/reference/id/317904;Austronesian;x;;;
cham1312;Chamorro;15.23;145.75 ;;Edward R. von Preissig. 1918. Dictionary and Grammar of the Chamorro Language of the Island of Guam. Washington: Government Printing Office. vi+235pp. ;20170614;http://glottolog.org/resource/reference/id/54796;Austronesian;x;;;
beka1241;Riuk Bekati' (Dayak);1.33;109.58 ;;Sudarsono, P. D. 2002. Description of the Bakatik Dayak language. (Doctoral dissertation, LaTrobe University. xxvii+545pp.) ;20170614;http://glottolog.org/resource/reference/id/465833;Austronesian;x;;;
dobu1241;Dobu;-9.63;150.82 ;;Martin B. Atchison. 1995. Dobuan grammar. Cymru: Joseph Biddulph. 60pp. ;20170616;http://glottolog.org/resource/reference/id/439087;Austronesian;x;;;
iliu1237;Ili'uun;-7.84;125.90 ;;de Josselin de Jong, Jan Petrus Benjamin. 1947. Studies in Indonesian Culture II: The community of Erai (Wetar) (Texts and Notes). (Verhandelingen van het Koninklijke Nederlandsche Akademie van Wetenschappen, Adf.~Letterkunde: Nieuwe Reeks, L:2.) Amsterdam: Noord-Hollandsche Uitgevers-Maatschappij. 152pp. ;20170616;http://glottolog.org/resource/reference/id/116668;Austronesian;x;;;
gadd1244;Gaddang;16.55 ;121.18 ;;Calimag, Estrella de Lara. 1965. A Gaddang word list with English equivalents. (MA thesis, Columbia University. 286pp.) ;20170616;http://glottolog.org/resource/reference/id/12140;Austronesian;x;;;
alan1249;Alangan;13.10;121.02 ;;Barbian, Karl-Josef. 1977. English-Mangyan vocabulary. Cebu City: University of San Carlos. 156pp. ;20170616;http://glottolog.org/resource/reference/id/301821;Austronesian;x;;;
west2559;Western Tawbuid (Batangan);12.82;121.03 ;;Barbian, Karl-Josef. 1977. English-Mangyan vocabulary. Cebu City: University of San Carlos. 156pp. ;20170616;http://glottolog.org/resource/reference/id/301821;Austronesian;x;;;
buhi1245;Buhid;12.64;121.21 ;;Barbian, Karl-Josef. 1977. English-Mangyan vocabulary. Cebu City: University of San Carlos. 156pp. ;20170616;http://glottolog.org/resource/reference/id/301821;Austronesian;x;;;
hanu1241;Hanunoo;12.42 ;121.22 ;;Barbian, Karl-Josef. 1977. English-Mangyan vocabulary. Cebu City: University of San Carlos. 156pp. ;20170616;http://glottolog.org/resource/reference/id/301821;Austronesian;x;;;
rata1245;Ratagnon;12.28;121.19 ;;Barbian, Karl-Josef. 1977. English-Mangyan vocabulary. Cebu City: University of San Carlos. 156pp. ;20170616;http://glottolog.org/resource/reference/id/301821;Austronesian;x;;;
iray1237;Iraya;13.38;120.65 ;;Barbian, Karl-Josef. 1977. English-Mangyan vocabulary. Cebu City: University of San Carlos. 156pp. ;20170616;http://glottolog.org/resource/reference/id/301821;Austronesian;x;;;
tady1237;Tadyawan;13.02;121.31 ;;Barbian, Karl-Josef. 1977. English-Mangyan vocabulary. Cebu City: University of San Carlos. 156pp. ;20170616;http://glottolog.org/resource/reference/id/301821;Austronesian;x;;;
iban1264;Iban;2.09;112.93 ;;Cultures of the Pacific. Edited by Thomas G. Harding, Ben J. Wallace;20170620;;Austronesian;x;;;
iban1267;Ibanag;17.42;121.89 ;;Ibanag indigenous religious beliefs: a study in culture and education / Marino Gatan ;20170620;;Austronesian;x;;;
idaa1241;Ida'an;5.29;118.52 ;;Nelleke Goudswaard. 2005. The Begak (Ida'an) Language of Sabah. 107. Utrecht: LOT. (Doctoral dissertation, Vrije Universiteit Amsterdam. xix+520pp.) ;20170620;http://glottolog.org/resource/reference/id/82814;Austronesian;x;;dbj;
mele1250;Mele-Fila (Ifira-Mele);-17.68;168.28 ;;Samuel H. Elbert. no date. A vocabulary of Mele and Fila words. Ms. 18pp. ;20170620;http://glottolog.org/resource/reference/id/321062;Austronesian;x;;mxe;
ilok1237;Iloko (Ilokano);15.94;120.99 ;;Agcaoili, Aurelio Solver. 2011. English-Ilokano Dictionary. Quezon City: Cornerstone of Arts & Sciences. 1008pp. ;20170620;http://glottolog.org/resource/reference/id/108643;Austronesian;x;;ilo;
ivat1242;Itbayat;20.38;121.97 ;;Yamada, Yukihiro. 1966. A preliminary Itbayaten vocabulary. Quezon: Institute of Asian Studies, University of the Philippines. 244pp. ;20170620;http://glottolog.org/resource/reference/id/108643;Austronesian;x;;ivv;
indo1316;Indonesian;-7.33;109.72 ;;;20170621;;Austronesian;x;;ind;
java1254;Javanese;-0.57;110.89 ;;;20170621;;Austronesian;x;;jav;
ahin1234;Kalinga (Ahin-Kayapa Kalanguya);16.32;120.90 ;Kinship terms may have come from Ilokano;Afable, Patricia Okubo. 1989. Language, culture, and society in a Kallahan community, northern Luzon, Philippines. (Doctoral dissertation, New Haven: Yale University. 599pp.) ;20170621;http://glottolog.org/resource/reference/id/128937;Austronesian;x;;kak;
saar1237;Saaroa;23.26;120.71 ;;Chia-jung Pan. 2012. A Grammar of Lha'alua, an Austronesian Language of Taiwan. (Doctoral dissertation, James Cook University. 417pp.) ;20170621;http://glottolog.org/resource/reference/id/309525;Austronesian;x;;sxr;
pamp1243;Pampanga (Kampampangan);14.96;120.50 ;;Parker, Luther. 1905. An English-Spanish-Pampango dictionary. Manila: American Book and News Co. 164pp. ;20170621;http://glottolog.org/resource/reference/id/82207;Austronesian;x;;pam;
lamm1241;Western Pantar;-8.53;124.06 ;;Gary Holton. this volume. Kinship in the Alor-Pantar Languages. In Marian Klamer (ed.), The Alor-Pantar languages, 199–245. Language Science Press. ;20170621;http://glottolog.org/resource/reference/id/476215;Timor-Alor-Pantar;x;;;
teiw1235;Teiwa;-8.38;124.17 ;;Gary Holton. this volume. Kinship in the Alor-Pantar Languages. In Marian Klamer (ed.), The Alor-Pantar languages, 199–245. Language Science Press. ;20170621;http://glottolog.org/resource/reference/id/476215;Timor-Alor-Pantar;x;;;
blag1240;Blagar;-8.32;124.25 ;;Gary Holton. this volume. Kinship in the Alor-Pantar Languages. In Marian Klamer (ed.), The Alor-Pantar languages, 199–245. Language Science Press. ;20170621;http://glottolog.org/resource/reference/id/476215;Timor-Alor-Pantar;x;;;
kira1248;Kiraman;-8.38;124.79 ;;Gary Holton. this volume. Kinship in the Alor-Pantar Languages. In Marian Klamer (ed.), The Alor-Pantar languages, 199–245. Language Science Press. ;20170621;http://glottolog.org/resource/reference/id/476215;Timor-Alor-Pantar;x;;;
adan1251;Adang;-8.19;124.45 ;;Gary Holton. this volume. Kinship in the Alor-Pantar Languages. In Marian Klamer (ed.), The Alor-Pantar languages, 199–245. Language Science Press. ;20170621;http://glottolog.org/resource/reference/id/476215;Timor-Alor-Pantar;x;;;
abui1241;Abui;-8.31;124.59 ;;Gary Holton. this volume. Kinship in the Alor-Pantar Languages. In Marian Klamer (ed.), The Alor-Pantar languages, 199–245. Language Science Press. ;20170621;http://glottolog.org/resource/reference/id/476215;Timor-Alor-Pantar;x;;;
kama1365;Kamang;-8.27;124.79 ;;Gary Holton. this volume. Kinship in the Alor-Pantar Languages. In Marian Klamer (ed.), The Alor-Pantar languages, 199–245. Language Science Press. ;20170621;http://glottolog.org/resource/reference/id/476215;Timor-Alor-Pantar;x;;;
wers1238;Wersing;-8.34;124.93 ;;Gary Holton. this volume. Kinship in the Alor-Pantar Languages. In Marian Klamer (ed.), The Alor-Pantar languages, 199–245. Language Science Press. ;20170621;http://glottolog.org/resource/reference/id/476215;Timor-Alor-Pantar;x;;;
zaba1237;Zabana (Kia);-7.74;158.75 ;;Fitzsimons, Matthew. 1989. Zabana: A grammar of a Solomon Islands language. (MA thesis, University of Auckland. 180pp.);20170627;http://glottolog.org/resource/reference/id/58848;Austronesian;x;;kji;
kili1267;Kilivila;-8.73;151.07 ;;Gunter Senft. 1986. Kilivila: The Language of the Trobriand Islanders. (Mouton Grammar Library, 3.) Berlin: Mouton de Gruyter. xiii+598pp. ;20170627;http://glottolog.org/resource/reference/id/64260;Austronesian;x;;kij;
kuan1248;Kuanua;-4.31;152.11 ;;Fingleton, J. S. 1986. Tolai kiship concepts: correspondence between Kuanua and Tok Pisin terminology. Canberra. 291-312pp ;20170628;http://glottolog.org/resource/reference/id/25770;Austronesian;x;;ksd;
tokp1240;Tok Pisin (Rabaul);-9.42;147.30 ;;Fingleton, J. S. 1986. Tolai kiship concepts: correspondence between Kuanua and Tok Pisin terminology. Canberra. 291-312pp ;20170628;http://glottolog.org/resource/reference/id/25770;Indo-European;x;;tpi;
lama1277;Lamaholot;-8.36;122.80 ;;Kunio Nishiyama and Herman Kelen. 2007. A Grammar of Lamaholot, Eastern Indonesia: The morphology and syntax of the Lewoingu dialect. (Languages of the World/Materials, 467.) München: Lincom. 188pp. ;20170628;http://glottolog.org/resource/reference/id/32420;Austronesian;x;;slp;
mini1251;Minigir (Lunga);-4.32;152.00 ;;Van Der Mark, Sheena. 2007. A Grammar of Vinitiri: An Austronesian language from Papua New Guinea. (Doctoral dissertation, LaTrobe University. 415pp.) ;20170628;http://glottolog.org/resource/reference/id/118332;Austronesian;x;;vmg;
maan1238;Ma'anyan;-2.12;115.09 ;;Hudson, Alfred B. 1967. Padju Epat: The ethnography and social structure of a Ma'anjan Dajak group in Southeastern Borneo. (Doctoral dissertation, Ithaca: Cornell University. 598pp.) ;20170628;http://glottolog.org/resource/reference/id/312062;Austronesian;x;;mxe;
mang1405;Manggarai;-8.56;120.33 ;;David Hicks. A Relationship Terminology of Asymmetric Prescriptive Alliance among the Manggarai of Eastern Indonesia. Anthropos, Bd. 79, H. 4./6. (1984), pp. 517-521.;;;Austronesian;x;;;
mana1295;Manam;-4.08;145.03 ;;Camilla H. Wedgewood. Manam Kinship. Oceania, Vol. 29, No. 4 (Jun., 1959), pp. 239-256.;20170703;;Austronesian;x;;mva;
west2555;Western Bukidnon Manobo;7.34;124.77 ;;Richard E. Elkins. Three Models of Western Bukidnon Manobo Kinship. Ethnology, Vol. 7, No. 2 (Apr., 1968), pp. 171-189.;20170703;;Austronesian;x;;mbb;
cota1241;Cotabato Manobo;6.39;124.23 ;;Kerr, Harland B. 1988. Cotabato Manobo ethnography. Studies in Philippine Linguistics 7. 125-151. (Publication of Harland B. Kerr 1957 The Cotabato Manobo ..., MA U Sydney). ;20170703;http://glottolog.org/resource/reference/id/51236;Austronesian;x;;mta;
mars1254;Marshallese;8.72;167.73 ;;Michael Rynkiewich. Soul, Self, and Society: A Postmodern Anthropology for Mission in a Postcolonial World;20170703;;Austronesian;x;;mah;
naka1262;Nakanai;-5.60;150.89 ;;Ann Chowning and Ward H. Goodenough. 2015. A dictionary of the Lakalai (Nakanai) language of New Britain, Papua New Guinea. Ms. 424pp. ;20170704;http://glottolog.org/resource/reference/id/469059;Austronesian;x;;nak;
taki1248;Takia;-4.69;145.97 ;;Melcolm Ross;20170704;;Austronesian;x;;tbc;
cent2101;Central Melanau;2.52;111.35 ;;A. E. Lawrence. 1933. A vocabulary of Mukah Milano. Sarawak Museum Journal 4. 87-130. ;20170704;http://glottolog.org/resource/reference/id/89467;Austronesian;x;;mel;
plat1254;Plateau Malagasy;-19.59;47.12 ;;WOLD;20170704;;Austronesian;x;;plt;
mina1268;Minangkabau;4.17;96.25 ;;Lynn L. Thomas. Crow-Type Skewing in Akan Kinship Vocabulary and Its Absence in Minangkabau. American Ethnologist, Vol. 7, No. 3 (Aug., 1980), pp. 549-566.;20170705;;Austronesian;x;;min;
mort1237;Mortlockese;7.35;151.62 ;;Odango, Emerson. 2015. Afféú Fangani ‘Join Together’: A Morphophonemic Analysis Of Possessive Suffix Paradigms And A Discourse-Based Ethnography Of The Elicitation Session In Pakin Lukunosh Mortlockese. University of Hawai'i at Mānoa Ph.D. dissertation.;20170705;;Austronesian;x;;mrl;
mota1237;Mota;-13.85;167.69 ;;Robert Codrington and Jim Palmer. 1896. A dictionary of the language of Mota, Sugarloaf Island, Banks Islands. London: Society for Promoting Christian Knowledge. 343pp. ;20170705;http://glottolog.org/resource/reference/id/20301;Austronesian;x;;mtt;
motu1246;Motu;-9.67;147.42 ;;Murray Groves. Motu Kinship Terminology.  Man Vol. 58 (Aug., 1958), pp. 131-132. ;20170705;;Austronesian;x;;meu;
muna1247;Muna;-5.40;122.54 ;;Lydia van den Berg-Klingeman and René van den Berg. Muna kinship terminology. Sulang Language Data and Working Papers: Ethnographic Descriptions, no. 1. 2010.;20170706;;Austronesian;x;;mnb;
muss1246;Mussau-Emira;-1.44;149.62 ;;John Brownie and Marjo Brownie. 2007. Mussau Grammar Essentials. (Data Papers on Papua New Guinea Languages, 52.) Ukarumpa: Summer Institute of Linguistics. iv+221pp. (Bibliographie S. 215-216). ;20170706;http://glottolog.org/resource/reference/id/31845;Austronesian;x;;emi;
sout2857;Nahavaq;-16.51;167.48 ;;Laura Gail Dimock. 2009. A grammar of Nahavaq (Malakula, Vanuatu). (Doctoral dissertation, Victoria University of Wellington. 300pp.);20170706;http://glottolog.org/resource/reference/id/303389;Austronesian;x;;sns;
nang1262;Nanggu;-10.74;165.89 ;;Anders Vaa. 2013. A Grammar of Engdewu: An Oceanic language of Solomon Islands. (Doctoral dissertation, University of Oslo. xxxiv+562pp.) ;20170706;http://glottolog.org/resource/reference/id/318787;Austronesian;x;;ngr;
neha1247;Nehan;-4.57;154.20 ;;Glennon, John and Glennon, Arianna. 2005. Nehan-English dictionary. [Manuscript] 240, 49 p. 240pp. ;20170707;http://glottolog.org/resource/reference/id/137204;Austronesian;x;;nsn;
nese1235;Nese;-15.95;167.22 ;;Crowley, Terry. 2006. Nese: A diminishing speech variety of Northwest Malakula (Vanuatu). (Pacific Linguistics, 577.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xiii+81pp.;20170707;http://glottolog.org/resource/reference/id/39695;Austronesian;x;;;
vinm1237a;Neve'ei;-16.23;167.43 ;;Musgrave, Jill. 2007. A grammar of Neve'ei, Vanuatu. (Pacific Linguistics, 587.) Canberra: Australian National University. x+146pp. (Also as MPhil 2001 Hamilton: University of Waikato). ;20170707;http://glottolog.org/resource/reference/id/35315;Austronesian;x;;vnm;
gela1263;Gela;-9.05;160.19 ;;Ingrid Miller. 1975. Gela Syntax. (Doctoral dissertation, University of London. 609pp.) ;20170707;;Austronesian;x;;nlg;
numb1247;Numbami;-7.53;147.30 ;;http://faroutliers.blogspot.de/2008/10/numbami-kinship-terminology-png.html;20170709;;Austronesian;x;;sij;
biak1248;Biak;-0.95;135.88 ;;Danilyn Rutherford. Love, Violence, and Foreign Wealth: Kinship and History in Biak, Irian Jaya. The Journal of the Royal Anthropological Institute, Vol. 4, No. 2 (Jun., 1998), pp. 255-281.;20170709;;Austronesian;x;;bhw;
kawi1241;Old Javanese (Kawi);-0.57;110.89 ;;James J. Fox. The Ordering of Generations: Change and Continuity in Old Javanese Kinship. Southeast Asia in the 9th to 14th Centuries. David G. Marr and A. C. Milner.;20170709;;Austronesian;x;;kaw (jav);
paiw1248;Paiwan;22.33;120.81 ;;Hans Egli. 1990. Paiwangrammatik. Wiesbaden: Otto Harrassowitz. xi+349pp. ;20170709;http://glottolog.org/resource/reference/id/31302;Austronesian;x;;pwn;
pala1344;Palauan;7.34;134.48 ;;Salvator Walleser. 1913. Palau Wörterbuch. Hong Kong: Typis Societatis Missionum ad Exteros. 268pp. ;20170710;http://glottolog.org/resource/reference/id/543201;Austronesian;x;;pau;
broo1239;Brooke's Point Palawano;8.84;117.87 ;;Dale Duhé and Linda Duhé. 1996. Menge Beres Pengeldew-peldew (A Phrase Book for Palawano, Brooke's Point). Summer Institute of Linguistics. 74pp. ;20170711;http://glottolog.org/resource/reference/id/112121;Austronesian;x;;plw;
pang1290;Pangasinan;15.94;120.36 ;;Rayner, Ernest Adolphus. 1923. Grammar and dictionary of the Pangasinan language Gramatica tan diccionario na salitay Pangasinan. Manila: Methodist Pub. House. 96pp. ;20170711;http://glottolog.org/resource/reference/id/70445;Austronesian;x;;pag;
pohn1238;Pohnpeian;6.87;158.22 ;;Rehg, Kenneth L. 1979. Ponapean-English dictionary. (Pali Language Texts: Micronesia, Pali Language Texts : Micronesia.) Honolulu: University of Hawai'i Press. xxiii+254pp. ;20170711;http://glottolog.org/resource/reference/id/82918;Austronesian;x;;pon;
tuka1249;Tukang Besi South;-5.75;123.95 ;;Mark Donohue. 2000. Tukang Besi dialectology. In Charles E. Grimes (ed.), Spices from the east: papers in languages of eastern Indonesia, 181-235. Pacific Linguistics, 55-72. Canberra: Research School of Pacific and Asian Studies, Australian National University. ;20170712;http://glottolog.org/resource/reference/id/179892;Austronesian;x;;bhq;
sons1242;Sonsorol;7.47;134.56 ;;Capell, Arthur. 1969. Grammar and Vocabulary of the Language of Sonsorol-Tobi. (Oceania Linguistic Monographs, 12.) Oceania Linguistic Monographs No. Sydney: University of Sydney: Sydney: University of Sydney. 224pp. ;20170712;http://glottolog.org/resource/reference/id/36690;Austronesian;x;;sov;
hano1246;Raga (Hano);-15.54;168.17 ;;Masanori Yoshioka. The Story of Raga: A man's ethnography on his own society (II) kin relations. Journal of the Faculty of Liberal Arts Shinshu University No. 22.;20170712;;Austronesian;x;;lml;
reja1240;Rejang (Rejangese) reja;-3.33;102.43 ;;M. A. Jaspan. 1984. Materials for a Rejang-Indonesian-English dictionary. (Pacific Linguistics: Series D, 58.) Canberra: Research School of Pacific and Asian Studies, Australian National University. 183pp. ;20170713;http://glottolog.org/resource/reference/id/79435;Austronesian;x;;rej;
rotu1241;Rotuman;-12.50;177.07 ;;Aubrey L. Parke. Rotuman, Custom, Practise and Change. Coombs Academic Publishing ANU.;20170713;;Austronesian;x;;rtm;
rovi1238;Roviana;-8.20;157.41 ;;J. H. L. Waterhouse and L. M. Jones. 1949. A Roviana and English Dictionary. Sydney: Epworth Publishin House. 245pp. ;20170714;http://glottolog.org/resource/reference/id/319882;Austronesian;x;;rug;
sais1237;Saisiyat;24.60;121.07 ;;Li, Paul Jen Kuei. 1978. A comparative vocabulary of Saisiyat dialects. Bulletin of the Institute of History and Philology 49. 133-199. ;20170714;http://glottolog.org/resource/reference/id/320747;Austronesian;x;;xsy;
cent2092;Central Sama;7.00;118.46 ;;http://sinama.org/2014/03/sama-tausug-kinship-terminology/;20170714;;Austronesian;x;;sml;
taus1251a;Tausug;5.12;118.88 ;;http://sinama.org/2014/03/sama-tausug-kinship-terminology/;20170714;;Austronesian;x;;tsg;
owaa1237;Owa (Santa Ana);-10.83;162.30 ;;Greg Mellow. 2014. A dictionary of Owa: A language of the Solomon Islands. (Pacific Linguistics, 639.) Berlin: De Gruyter Mouton. 821pp. ;20170716;http://glottolog.org/resource/reference/id/318883;Austronesian;x;;stn;
sata1237;Satawalese;7.36;147.04 ;;Roddy, Kevin M. 2007. A sketch grammar of Satawalese, the language of Satawal Island, Yap State, Micronesia. (MA thesis, University of Hawai'i at Mānoa. 212pp.) ;20170717;http://glottolog.org/resource/reference/id/51878;Austronesian;x;;stw;
sika1262;Sika;-8.67;122.38 ;;Hanna Fricke. 2014. Topics in the Grammar of Hewa: A variety of Sika in Eastern Indonesia. München: LINCOM. 104pp. ;20170717;http://glottolog.org/resource/reference/id/320303;Austronesian;x;;ski;
sika1261;Sikaiana;-8.38;162.73 ;;Capell, Arthur. 1935, 1936, 1936, 1936, 1937. The Sikayana language: A preliminary grammar and vocabulary and a Sikayana vocabulary. Journal of the Polynesian Society 44, 45, 45, 45, 46. 163-172, 9-16, 67-73, 142-153, 24-31. AND: sikaianaarchives.com/ethnography/chapter-6/;20170717;http://glottolog.org/resource/reference/id/27764;Austronesian;x;;sky;
baub1235;Bau-Jagoi Bidayuh;1.54;109.98 ;;http://amangalui.blogspot.de/2012/02/kinship-in-bidayuh-community.html;20170717;;Austronesian;x;;sne;
sout2883;Southeast Babar;-7.94;129.80 ;;Mark Taber. 1993. Toward a better understanding of the Indigenous Languages of Southwestern Maluku. Oceanic Linguistics 32. 389-441. ;20170717;http://glottolog.org/resource/reference/id/110693;Austronesian;x;;vbb;
sout2869;Southwest Tanna;-19.58;169.36 ;;Nehrbass, Kenneth. 2012. A Comprehensive Comparison of Lexemes in the Major Languages of Tanna, Vanuatu. (SIL e-Books, 34.) SIL International. 266pp. ;20170717;http://glottolog.org/resource/reference/id/312803;Austronesian;x;;nwi;
sund1252;Sundanese;-6.90;107.11 ;;Franz Müller-Gotama. 2001. Sundanese. (Languages of the World/Materials, 369.) Munich: München: Lincom. iii+74pp ;20170718;http://glottolog.org/resource/reference/id/47326;Austronesian;x;;sun;
bali1278;Balinese;-8.36;115.08 ;;Blair D. Palmer. Production Grammars for the Kinship Terminologies of Burmese and several Indonesian Languages. McGill University, Montreal. March, 1997. collectionscanada.gc.ca/obj/s4/f2/dsk2/ftp01/MQ37156.pdf;20170718;;Austronesian;x;;ban;
banj1239;Banjar;0.75;115.79 ;;Blair D. Palmer. Production Grammars for the Kinship Terminologies of Burmese and several Indonesian Languages. McGill University, Montreal. March, 1997. collectionscanada.gc.ca/obj/s4/f2/dsk2/ftp01/MQ37156.pdf;20170718;;Austronesian;x;;bjn;
achi1257;Achinese;3.91;96.60 ;;Blair D. Palmer. Production Grammars for the Kinship Terminologies of Burmese and several Indonesian Languages. McGill University, Montreal. March, 1997. collectionscanada.gc.ca/obj/s4/f2/dsk2/ftp01/MQ37156.pdf;20170718;;Austronesian;x;;ace;
bata1289;Batak Toba;2.35;99.18 ;;Blair D. Palmer. Production Grammars for the Kinship Terminologies of Burmese and several Indonesian Languages. McGill University, Montreal. March, 1997. collectionscanada.gc.ca/obj/s4/f2/dsk2/ftp01/MQ37156.pdf;20170718;;Austronesian;x;;bbc;
nucl1460;Madurese;-7.00 ;113.00 ;;Blair D. Palmer. Production Grammars for the Kinship Terminologies of Burmese and several Indonesian Languages. McGill University, Montreal. March, 1997. collectionscanada.gc.ca/obj/s4/f2/dsk2/ftp01/MQ37156.pdf;20170718;;Austronesian;x;;mad;
cent2090;Central Tagbanwa;10.65;119.34 ;;Scebold, Robert A. 2003. Central Tagbanwa: a Philippine language on the brink of extinction. sociolinguistics, grammar, and lexicon. (Linguistic Society of the Philippines: Special Monograph Issue, 48.) Manila: Linguistic Society of the Philippines. xii+168pp. ;20170718;http://glottolog.org/resource/reference/id/81186;Austronesian;x;;tgt;
tetu1246;Tetun Dili (Tetum);-8.58;125.58 ;;Catharina Williams-van Klinken. 2003. Tetun Language Course. Peace Corps East Timor. 340pp. ;20170719;http://glottolog.org/resource/reference/id/52359;Austronesian;x;;tdt;
thao1240;Thao;23.83;120.93 ;;Robert Blust. 2003. Thao Dictionary. (Language and Linguistics Monograph Series, A5.) Taipei: Academia Sinica, Institute of Ethnology. viii+1106pp. (Includes English Thao index). ;2017020;http://glottolog.org/resource/reference/id/143591;Austronesian;x;;ssf;
tali1259;Talise (Tolo);-9.77;160.23 ;;Crowley, Susan Smith. 1986. Tolo dictionary. (Pacific Linguistics: Series C, 91.) Canberra: Research School of Pacific and Asian Studies, Australian National University. 107pp.;2017020;http://glottolog.org/resource/reference/id/27644;Austronesian;x;;tlr;
tomb1243;Tombulu;1.40;124.75 ;;Emmor H. N. Sujadi. Thesis: Tombulu Kinship Terminologies. Nanado State University. 2007 https://de.scribd.com/document/6101850/Tombulu-Kinship-Terminologies;2017021;;Austronesian;x;;tom;
tons1240;Tonsea;1.51;125.05 ;;http://makatana.blogspot.de/2009/06/kinship-term-in-tonsea-language.html;2017021;;Austronesian;x;;txs;
tung1290;Tungag;-2.52;150.20 ;;Tungag Word List SIL: https://www.google.de/search?q=tungag+kinship&ie=utf-8&oe=utf-8&client=firefox-b-ab&gfe_rd=cr&ei=TZNzWY-LLK_VXqPBssgN;2017021;;Austronesian;x;;lcm;
pile1238;Vaekau-Taumako;-10.17;166.25 ;;Åshild Næss and Even Hovdhaugen. 2011. A Grammar of Vaeakau-Taumako. (Mouton Grammar Library, 52.) Berlin: Mouton de Gruyter. 519pp. ;2017022;http://glottolog.org/resource/reference/id/105009;Austronesian;x;;piv;
vari1239;Varisi;-6.83;156.66 ;;Harold W. Scheffler. Choiseul Island Social Structure.;2017022;;Austronesian;x;;vrs;
