glotto;language name;latitude;longitude;comment;Source;author;title;publication;publisher;school;address;year;edition;entryType;booktitle;editor;link;date of entry;link to source;family;Kinship;Pronouns;ISO;Classification;location;marriage_rule
tokp1240;Tok Pisin (Rabaul);-9.42;147.30 ;;Fingleton, J. S. 1986. Tolai kiship concepts: correspondence between Kuanua and Tok Pisin terminology. Canberra. 291-312pp ;Fingleton, J. S.;Tolai kiship concepts: correspondence between Kuanua and Tok Pisin terminology;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1986;A-70;incollection;Pacific Linguistics;;;20170628;http://glottolog.org/resource/reference/id/25770;Indo-European;x;;tpi;Indo-European > Germanic > Northwest Germanic > West Germanic > North Sea Germanic > Anglo-Frisian > Anglian > Mercian > Macro-English > Pacific Creole English > Early Melanesian Pidgin > tokp1240;;
lama1277;Lamaholot;-8.36;122.80 ;;Kunio Nishiyama and Herman Kelen. 2007. A Grammar of Lamaholot, Eastern Indonesia: The morphology and syntax of the Lewoingu dialect. (Languages of the World/Materials, 467.) München: Lincom. 188pp. ;Kelen, Herman and Nishiyama, Kunio;A Grammar of Lamaholot, Eastern Indonesia: The morphology and syntax of the Lewoingu dialect;Languages of the World/Materials, 467.;Lincom;;München;2007;467;book;;;;20170628;http://glottolog.org/resource/reference/id/32420;Austronesian;x;;slp;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Central Malayo-Polynesian > Flores-Lembata > Sika-Lamaholot > Lamaholotic > Lamaholot Barat > lama1277;;
mini1251;Minigir (Lunga);-4.32;152.00 ;;Van Der Mark, Sheena. 2007. A Grammar of Vinitiri: An Austronesian language from Papua New Guinea. (Doctoral dissertation, LaTrobe University. 415pp.) ;Van Der Mark, Sheena;A Grammar of Vinitiri: An Austronesian language from Papua New Guinea;;LaTrobe University;LaTrobe University;;2007;;phdthesis;;;;20170628;http://glottolog.org/resource/reference/id/118332;Austronesian;x;;vmg;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > St George linkage > Patpatar-Minigir-Tolai > Minigir-Tolai > mini1251;;
maan1238;Ma'anyan;-2.12;115.09 ;;Hudson, Alfred B. 1967. Padju Epat: The ethnography and social structure of a Ma'anjan Dajak group in Southeastern Borneo. (Doctoral dissertation, Ithaca: Cornell University. 598pp.) ;Hudson, Alfred B.;Padju Epat: The ethnography and social structure of a Ma'anjan Dajak group in Southeastern Borneo;;Cornell University;Cornell University;;1967;;phdthesis;;;;20170628;http://glottolog.org/resource/reference/id/312062;Austronesian;x;;mxe;Austronesian > Malayo-Polynesian > Basap-Greater Barito > Greater Barito linkage > Southeast Barito > Maanyan-Paku > maan1238;;
mang1405;Manggarai;-8.56;120.33 ;;David Hicks. A Relationship Terminology of Asymmetric Prescriptive Alliance among the Manggarai of Eastern Indonesia. Anthropos, Bd. 79, H. 4./6. (1984), pp. 517-521.;Hicks, David;A Relationship Terminology of Asymmetric Prescriptive Alliance among the Manggarai of Eastern Indonesia;Anthropos;;;;1984;79;article;;;;;;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Central Malayo-Polynesian > Flores-Sumba-Hawu > Flores Barat > Manggarai-Rembong-Komodo > Manggarai-Rembong > mang1405;;
mana1295;Manam;-4.08;145.03 ;;Camilla H. Wedgewood. Manam Kinship. Oceania, Vol. 29, No. 4 (Jun., 1959), pp. 239-256.;Wedgewood, Camilla H.;Manam Kinship;Oceania;;;;1959;29/4;article;;;;20170703;;Austronesian;x;;mva;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Schouten linkage > Kairiru-Manam > Manamic linkage > Bam-Manam > Manam-Sepa > mana1295;;
west2555;Western Bukidnon Manobo;7.34;124.77 ;;Richard E. Elkins. Three Models of Western Bukidnon Manobo Kinship. Ethnology, Vol. 7, No. 2 (Apr., 1968), pp. 171-189.;Elkins, Richard E. Elkins;Three Models of Western Bukidnon Manobo Kinship;Ethnology;;;;1968;7/2;article;;;;20170703;;Austronesian;x;;mbb;Austronesian > Malayo-Polynesian > Greater Central Philippine > Manobo > Central and Southern Manobo > East-West-Central Manobo > West Manobo > WBM-Livunganen-Ilianen > west2555;;
cota1241;Cotabato Manobo;6.39;124.23 ;;Kerr, Harland B. 1988. Cotabato Manobo ethnography. Studies in Philippine Linguistics 7. 125-151. (Publication of Harland B. Kerr 1957 The Cotabato Manobo ..., MA U Sydney). ;Kerr, Harland B.;Cotabato Manobo ethnography;Studies in Philippine Linguistics;;University of Sydney;Sydney;1988;7;masterthesis;;;;20170703;http://glottolog.org/resource/reference/id/51236;Austronesian;x;;mta;Austronesian > Malayo-Polynesian > Greater Central Philippine > Manobo > Central and Southern Manobo > South Manobo > Sarangani-Tasaday-Cotabato > cota1241;;
mars1254;Marshallese;8.72;167.73 ;;Michael Rynkiewich. Soul, Self, and Society: A Postmodern Anthropology for Mission in a Postcolonial World;Rynkiewich, Michael;Soul, Self, and Society: A Postmodern Anthropology for Mission in a Postcolonial World;;Cascade Books ;;;2012;;book;;;;20170703;;Austronesian;x;;mah;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Micronesian > Nuclear Micronesian > Central Micronesian > Western Micronesian > mars1254;;
naka1262;Nakanai;-5.60;150.89 ;;Ann Chowning and Ward H. Goodenough. 2015. A dictionary of the Lakalai (Nakanai) language of New Britain, Papua New Guinea. Ms. 424pp. ;Chowning Ann and Goodenough Ward H.;A dictionary of the Lakalai (Nakanai) language of New Britain, Papua New Guinea;;;;;2015;;book;;;;20170704;http://glottolog.org/resource/reference/id/469059;Austronesian;x;;nak;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > Willaumez linkage > Nakanai-Meramera > naka1262;;
taki1248;Takia;-4.69;145.97 ;;Melcolm Ross;Ross, Malcolm D.;no title;;;;;2017;;misc;;;;20170704;;Austronesian;x;;tbc;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Ngero-Vitiaz linkage > Vitiaz linkage > Bel-Roinji-Nenaya > Bel > Western Bel > taki1248;;
cent2101;Central Melanau;2.52;111.35 ;;A. E. Lawrence. 1933. A vocabulary of Mukah Milano. Sarawak Museum Journal 4. 87-130. ;Lawrence, A. E.;A vocabulary of Mukah Milano;Sarawak Museum Journal;;;;1933;4;article;;;;20170704;http://glottolog.org/resource/reference/id/89467;Austronesian;x;;mel;Austronesian > Malayo-Polynesian > North Borneo Malayo-Polynesian > Sarawak-Melanau-Kajang > Melanau > cent2101;;
plat1254;Plateau Malagasy;-19.59;47.12 ;;WOLD;unknown5;no title;;;;;no date;;misc;;;;20170704;;Austronesian;x;;plt;Austronesian > Malayo-Polynesian > Basap-Greater Barito > Greater Barito linkage > Southeast Barito > Malagasic > North-Central Malagasic > Central Malagasic > Northern Central Malagasic > Northeast Central Malagasic > Bara-Merina > plat1254;;
mina1268;Minangkabau;4.17;96.25 ;;Lynn L. Thomas. Crow-Type Skewing in Akan Kinship Vocabulary and Its Absence in Minangkabau. American Ethnologist, Vol. 7, No. 3 (Aug., 1980), pp. 549-566.;Thomas, Lynn L.;Crow-Type Skewing in Akan Kinship Vocabulary and Its Absence in Minangkabau;American Ethnologist;;;;1980;7/3;article;;;;20170705;;Austronesian;x;;min;Austronesian > Malayo-Polynesian > Malayo-Sumbawan > North and East Malayo-Sumbawan > Malayic > Nuclear Malayic > Minangkabauic > mina1268;;
mort1237;Mortlockese;7.35;151.62 ;;Odango, Emerson. 2015. Afféú Fangani ‘Join Together’: A Morphophonemic Analysis Of Possessive Suffix Paradigms And A Discourse-Based Ethnography Of The Elicitation Session In Pakin Lukunosh Mortlockese. University of Hawai'i at Mānoa Ph.D. dissertation.;Odango, Emerson;Afféú Fangani ‘Join Together’: A Morphophonemic Analysis Of Possessive Suffix Paradigms And A Discourse-Based Ethnography Of The Elicitation Session In Pakin Lukunosh Mortlockese;;University of Hawai'i at Mānoa;University of Hawai'i at Mānoa;;2015;;phdthesis;;;;20170705;;Austronesian;x;;mrl;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Micronesian > Nuclear Micronesian > Central Micronesian > Western Micronesian > Chuukic-Ponapeic > Trukic > Nuclear Trukic > Central Trukic > Eastern Trukic > Mortlockese-Trukese > mort1237;;
mota1237;Mota;-13.85;167.69 ;;Robert Codrington and Jim Palmer. 1896. A dictionary of the language of Mota, Sugarloaf Island, Banks Islands. London: Society for Promoting Christian Knowledge. 343pp. AND: Lane, Robert B. A Reconsideration of Malayo-Polynesian Social Organzation. Carnegie Institute of Technology. American Anthropologist 63. 1961.;Codrington, Robert and Palmer, Jim;A dictionary of the language of Mota, Sugarloaf Island, Banks Islands;;Society for Promoting Christian Knowledge;;London;1896;;book;;;;20170705;http://glottolog.org/resource/reference/id/20301;Austronesian;x;;mtt;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Northern Vanuatu > Torres-Banks linkage > mota1237;;
motu1246;Motu;-9.67;147.42 ;;Murray Groves. Motu Kinship Terminology.  Man Vol. 58 (Aug., 1958), pp. 131-132. ;Groves, Murray;Motu Kinship Terminology;Man;;;;1958;58;article;;;;20170705;;Austronesian;x;;meu;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Papuan Tip linkage > Peripheral Papuan Tip linkage > Central Papuan Oceanic > West Central Papuan linkage > motu1246;;
muna1247;Muna;-5.40;122.54 ;;Lydia van den Berg-Klingeman and René van den Berg. Muna kinship terminology. Sulang Language Data and Working Papers: Ethnographic Descriptions, no. 1. 2010.;van den Berg-Klingeman, Lydia and van den Berg, René;Muna kinship terminology;Sulang Language Data and Working Papers: Ethnographic Descriptions;;;;2010;1;book;;;;20170706;;Austronesian;x;;mnb;Austronesian > Malayo-Polynesian > Celebic > Eastern Celebic > Southeastern Celebic > Muna-Buton > Nuclear Muna-Buton > Munan > Munic > Western Munic > muna1247;;
muss1246;Mussau-Emira;-1.44;149.62 ;;John Brownie and Marjo Brownie. 2007. Mussau Grammar Essentials. (Data Papers on Papua New Guinea Languages, 52.) Ukarumpa: Summer Institute of Linguistics. iv+221pp. (Bibliographie S. 215-216). ;Brownie, John and Brownie, Marjo;Mussau Grammar Essentials;Data Papers on Papua New Guinea Languages;Summer Institute of Linguistics;;Ukarumpa;2007;52;book;;;;20170706;http://glottolog.org/resource/reference/id/31845;Austronesian;x;;emi;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > St. Matthias > muss1246;;
sout2857;Nahavaq;-16.51;167.48 ;;Laura Gail Dimock. 2009. A grammar of Nahavaq (Malakula, Vanuatu). (Doctoral dissertation, Victoria University of Wellington. 300pp.);Dimock, Laura Gail;A grammar of Nahavaq (Malakula, Vanuatu);;Victoria University of Wellington;Victoria University of Wellington;;2009;;phdthesis;;;;20170706;http://glottolog.org/resource/reference/id/303389;Austronesian;x;;sns;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Central Vanuatu > Malakula > Western Malakula linkage > Peripheral Western Malakula > Southwestern Malakula > Southwest Coastal Malekula > sout2857;;
nang1262;Nanggu;-10.74;165.89 ;;Anders Vaa. 2013. A Grammar of Engdewu: An Oceanic language of Solomon Islands. (Doctoral dissertation, University of Oslo. xxxiv+562pp.) ;Vaa, Anders;A Grammar of Engdewu: An Oceanic language of Solomon Islands;;University of Oslo;University of Oslo;Oslo;2013;;phdthesis;;;;20170706;http://glottolog.org/resource/reference/id/318787;Austronesian;x;;ngr;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Temotu > Reefs-Santa Cruz > nang1262;;
neha1247;Nehan;-4.57;154.20 ;;Glennon, John and Glennon, Arianna. 2005. Nehan-English dictionary. [Manuscript] 240, 49 p. 240pp. ;Glennon, John and Glennon, Arianna;Nehan-English dictionary;;;;;2005;;misc;;;;20170707;http://glottolog.org/resource/reference/id/137204;Austronesian;x;;nsn;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > St George linkage > Northwest Solomonic > North Bougainville Oceanic > Nuclear North Bougainville Oceanic > neha1247;;
nese1235;Nese;-15.95;167.22 ;;Crowley, Terry. 2006. Nese: A diminishing speech variety of Northwest Malakula (Vanuatu). (Pacific Linguistics, 577.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xiii+81pp.;Crowley, Terry;Nese: A diminishing speech variety of Northwest Malakula (Vanuatu);Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;2006;577;book;;;;20170707;http://glottolog.org/resource/reference/id/39695;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Central Vanuatu > Malakula > Northern Malakula > North Coast Malakula > nese1235;;
vinm1237a;Neve'ei;-16.23;167.43 ;;Musgrave, Jill. 2007. A grammar of Neve'ei, Vanuatu. (Pacific Linguistics, 587.) Canberra: Australian National University. x+146pp. (Also as MPhil 2001 Hamilton: University of Waikato). ;Musgrave, Jill;A grammar of Neve'ei, Vanuatu;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;2007;587;book;;;;20170707;http://glottolog.org/resource/reference/id/35315;Austronesian;x;;vnm;vinm1237a: no Classification;;
gela1263;Gela;-9.05;160.19 ;;Ingrid Miller. 1975. Gela Syntax. (Doctoral dissertation, University of London. 609pp.) ;Miller, Ingrid;Gela Syntax;;;University of London;;1975;;phdthesis;;;;20170707;;Austronesian;x;;nlg;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southeast Solomonic > Guadalcanal-Nggelic > Nuclear Guadalcanal-Nggelic > Nggelic > gela1263;;
numb1247;Numbami;-7.53;147.30 ;;http://faroutliers.blogspot.de/2008/10/numbami-kinship-terminology-png.html;unknown6;no title;;;;;no date;;misc;;;http://faroutliers.blogspot.de/2008/10/numbami-kinship-terminology-png.html;20170709;;Austronesian;x;;sij;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Huon Gulf > numb1247;;
biak1248;Biak;-0.95;135.88 ;;Danilyn Rutherford. Love, Violence, and Foreign Wealth: Kinship and History in Biak, Irian Jaya. The Journal of the Royal Anthropological Institute, Vol. 4, No. 2 (Jun., 1998), pp. 255-281.;Rutherford, Danilyn;Love, Violence, and Foreign Wealth: Kinship and History in Biak, Irian Jaya;The Journal of the Royal Anthropological Institute;;;;1998;4/2;article;;;;20170709;;Austronesian;x;;bhw;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Greater SHWNG > South Halmahera-West New Guinea > Cenderawasih Bay > Biakic > Biak-Roon > biak1248;;
kawi1241;Old Javanese (Kawi);-0.57;110.89 ;;James J. Fox. The Ordering of Generations: Change and Continuity in Old Javanese Kinship. Southeast Asia in the 9th to 14th Centuries. David G. Marr and A. C. Milner.;Fox, James J.;The Ordering of Generations: Change and Continuity in Old Javanese Kinship;Southeast Asia in the 9th to 14th Centuries;ISEAS–Yusof Ishak Institut;;;1986;17;article;;;;20170709;;Austronesian;x;;kaw (jav);Austronesian > Malayo-Polynesian > Javanesic > kawi1241;;
paiw1248;Paiwan;22.33;120.81 ;;Hans Egli. 1990. Paiwangrammatik. Wiesbaden: Otto Harrassowitz. xi+349pp. ;Egli, Hans;Paiwangrammatik;;Otto Harrassowitz;;Wiesbaden;1990;;book;;;;20170709;http://glottolog.org/resource/reference/id/31302;Austronesian;x;;pwn;Austronesian > paiw1248;;
pala1344;Palauan;7.34;134.48 ;;Salvator Walleser. 1913. Palau Wörterbuch. Hong Kong: Typis Societatis Missionum ad Exteros. 268pp. ;Walleser, Salvator;Palau Wörterbuch;;Typis Societatis Missionum ad Exteros;;Hong Kong;1913;;book;;;;20170710;http://glottolog.org/resource/reference/id/543201;Austronesian;x;;pau;Austronesian > Malayo-Polynesian > pala1344;;
broo1239;Brooke's Point Palawano;8.84;117.87 ;;Dale Duhé and Linda Duhé. 1996. Menge Beres Pengeldew-peldew (A Phrase Book for Palawano, Brooke's Point). Summer Institute of Linguistics. 74pp. ;Duhé, Linda and Duhé, Dale;Menge Beres Pengeldew-peldew (A Phrase Book for Palawano, Brooke's Point);;Summer Institute of Linguistics;;;1996;;book;;;;20170711;http://glottolog.org/resource/reference/id/112121;Austronesian;x;;plw;Austronesian > Malayo-Polynesian > Greater Central Philippine > Palawanic > Southern Palawanic > Molbog-Palawan > Nuclear Palawan > Brooke-Canipaan Palawan > broo1239;;
pang1290;Pangasinan;15.94;120.36 ;;Rayner, Ernest Adolphus. 1923. Grammar and dictionary of the Pangasinan language Gramatica tan diccionario na salitay Pangasinan. Manila: Methodist Pub. House. 96pp. ;Rayner, Ernest Adolphus;Grammar and dictionary of the Pangasinan language Gramatica tan diccionario na salitay Pangasinan;;Methodist Pub. House;;Manila;1923;;book;;;;20170711;http://glottolog.org/resource/reference/id/70445;Austronesian;x;;pag;Austronesian > Malayo-Polynesian > Northern Luzon > Meso-Cordilleran > South-Central Cordilleran > Southern Cordilleran > West Southern Cordilleran > pang1290;;
pohn1238;Pohnpeian;6.87;158.22 ;;Rehg, Kenneth L. 1979. Ponapean-English dictionary. (Pali Language Texts: Micronesia, Pali Language Texts : Micronesia.) Honolulu: University of Hawai'i Press. xxiii+254pp. ;Rehg, Kenneth L.;Ponapean-English dictionary. (Pali Language Texts: Micronesia, Pali Language Texts : Micronesia.);;University of Hawai'i Press;;Honolulu;1979;;book;;;;20170711;http://glottolog.org/resource/reference/id/82918;Austronesian;x;;pon;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Micronesian > Nuclear Micronesian > Central Micronesian > Western Micronesian > Chuukic-Ponapeic > Ponapeic > pohn1238;;
tuka1249;Tukang Besi South;-5.75;123.95 ;;Mark Donohue. 2000. Tukang Besi dialectology. In Charles E. Grimes (ed.), Spices from the east: papers in languages of eastern Indonesia, 181-235. Pacific Linguistics, 55-72. Canberra: Research School of Pacific and Asian Studies, Australian National University. ;Donohue, Mark;Tukang Besi dialectology;Spices from the east: papers in languages of eastern Indonesia;Canberra: Pacific Linguistics, Australian National University;;Canberra;2000;503;incollection;Spices from the east: papers in languages of eastern Indonesia;;;20170712;http://glottolog.org/resource/reference/id/179892;Austronesian;x;;bhq;Austronesian > Malayo-Polynesian > Celebic > Eastern Celebic > Southeastern Celebic > Muna-Buton > Tukangbesi-Bonerate > Tukang Besi > tuka1249;;
sons1242;Sonsorol;7.47;134.56 ;;Capell, Arthur. 1969. Grammar and Vocabulary of the Language of Sonsorol-Tobi. (Oceania Linguistic Monographs, 12.) Oceania Linguistic Monographs No. Sydney: University of Sydney: Sydney: University of Sydney. 224pp. ;Capell, Arthur;Grammar and Vocabulary of the Language of Sonsorol-Tobi;Oceania Linguistic Monographs;University of Sydney;;Sydney;1969;12;book;;;;20170712;http://glottolog.org/resource/reference/id/36690;Austronesian;x;;sov;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Micronesian > Nuclear Micronesian > Central Micronesian > Western Micronesian > Chuukic-Ponapeic > Trukic > Western Trukic > Sonsorol-Tobi > sons1242;;
hano1246;Raga (Hano);-15.54;168.17 ;;Masanori Yoshioka. The Story of Raga: A man's ethnography on his own society (II) kin relations. Journal of the Faculty of Liberal Arts Shinshu University No. 22.;Yoshioka, Masanori;The Story of Raga: A man's ethnography on his own society (II) kin relations;Journal of the Faculty of Liberal Arts;Shinshu University;;Shinshu;1988;22;article;;;;20170712;;Austronesian;x;;lml;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Northern Vanuatu > hano1246;;
reja1240;Rejang (Rejangese) reja;-3.33;102.43 ;;M. A. Jaspan. 1984. Materials for a Rejang-Indonesian-English dictionary. (Pacific Linguistics: Series D, 58.) Canberra: Research School of Pacific and Asian Studies, Australian National University. 183pp. ;Jaspan, M. A.;Materials for a Rejang-Indonesian-English dictionary;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1984;D-58;book;;;;20170713;http://glottolog.org/resource/reference/id/79435;Austronesian;x;;rej;Austronesian > Malayo-Polynesian > Land Dayak > Bidayuh-Rejang > Sadong-Rejang > reja1240;;
rotu1241;Rotuman;-12.50;177.07 ;;Aubrey L. Parke. Rotuman, Custom, Practise and Change. Coombs Academic Publishing ANU.;Parke, Aubrey L.;Rotuman, Custom, Practise and Change;Coombs Academic Publishing;Australian National University Press;;Canberra;no date;;book;;;;20170713;;Austronesian;x;;rtm;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > rotu1241;;
rovi1238;Roviana;-8.20;157.41 ;;J. H. L. Waterhouse and L. M. Jones. 1949. A Roviana and English Dictionary. Sydney: Epworth Publishin House. 245pp. ;Waterhouse, J. H. L. and Jones, L. M.;A Roviana and English Dictionary;;Epworth Publishin House;;Sydney;1949;;book;;;;20170714;http://glottolog.org/resource/reference/id/319882;Austronesian;x;;rug;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > St George linkage > Northwest Solomonic > New Georgia > East New Georgia > rovi1238;;
sais1237;Saisiyat;24.60;121.07 ;;Li, Paul Jen Kuei. 1978. A comparative vocabulary of Saisiyat dialects. Bulletin of the Institute of History and Philology 49. 133-199. ;Li, Paul Jen Kuei;A comparative vocabulary of Saisiyat dialects;Bulletin of the Institute of History and Philology;;;;no date;49;article;;;;20170714;http://glottolog.org/resource/reference/id/320747;Austronesian;x;;xsy;Austronesian > Northwest Formosan > sais1237;;
cent2092;Central Sama;7.00;118.46 ;;http://sinama.org/2014/03/sama-tausug-kinship-terminology/;unknown7;no title;;;;;no date;;misc;;;http://sinama.org/2014/03/sama-tausug-kinship-terminology/;20170714;;Austronesian;x;;sml;Austronesian > Malayo-Polynesian > Basap-Greater Barito > Greater Barito linkage > Sama-Bajaw > Sulu-Borneo > Inner Sulu Sama > cent2092;;
taus1251a;Tausug;5.12;118.88 ;;http://sinama.org/2014/03/sama-tausug-kinship-terminology/;unknown8;no title;;;;;no date;;misc;;;http://sinama.org/2014/03/sama-tausug-kinship-terminology/;20170714;;Austronesian;x;;tsg;taus1251a: no Classification;;
owaa1237;Owa (Santa Ana);-10.83;162.30 ;;Greg Mellow. 2014. A dictionary of Owa: A language of the Solomon Islands. (Pacific Linguistics, 639.) Berlin: De Gruyter Mouton. 821pp. ;Mellow, Greg;A dictionary of Owa: A language of the Solomon Islands;Pacific Linguistics;De Gruyter Mouton;;Berlin;2014;639;book;;;;20170716;http://glottolog.org/resource/reference/id/318883;Austronesian;x;;stn;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southeast Solomonic > Longgu-Malaita-Makira > Malaita-Makira > Makira > owaa1237;;
sata1237;Satawalese;7.36;147.04 ;;Roddy, Kevin M. 2007. A sketch grammar of Satawalese, the language of Satawal Island, Yap State, Micronesia. (MA thesis, University of Hawai'i at Mānoa. 212pp.) ;Roddy, Kevin M.;A sketch grammar of Satawalese, the language of Satawal Island, Yap State, Micronesia;;University of Hawai'i at Mānoa;University of Hawai'i at Mānoa;Hawai'i;2007;;masterthesis;;;;20170717;http://glottolog.org/resource/reference/id/51878;Austronesian;x;;stw;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Micronesian > Nuclear Micronesian > Central Micronesian > Western Micronesian > Chuukic-Ponapeic > Trukic > Nuclear Trukic > Central Trukic > Satawalese-Carolinian > sata1237;;
sika1262;Sika;-8.67;122.38 ;;Hanna Fricke. 2014. Topics in the Grammar of Hewa: A variety of Sika in Eastern Indonesia. München: LINCOM. 104pp. ;Fricke, Hanna;Topics in the Grammar of Hewa: A variety of Sika in Eastern Indonesia;;Lincom;;München;2014;;misc;;;;20170717;http://glottolog.org/resource/reference/id/320303;Austronesian;x;;ski;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Central Malayo-Polynesian > Flores-Lembata > Sika-Lamaholot > sika1262;;
sika1261;Sikaiana;-8.38;162.73 ;;Capell, Arthur. 1935, 1936, 1936, 1936, 1937. The Sikayana language: A preliminary grammar and vocabulary and a Sikayana vocabulary. Journal of the Polynesian Society 44, 45, 45, 45, 46. 163-172, 9-16, 67-73, 142-153, 24-31. AND: sikaianaarchives.com/ethnography/chapter-6/;unknown9;no title;;;;;no date;;misc;;;Capell, Arthur. 1935, 1936, 1936, 1936, 1937. The Sikayana language: A preliminary grammar and vocabulary and a Sikayana vocabulary. Journal of the Polynesian Society 44, 45, 45, 45, 46. 163-172, 9-16, 67-73, 142-153, 24-31. AND: sikaianaarchives.com/ethnography/chapter-6/;20170717;http://glottolog.org/resource/reference/id/27764;Austronesian;x;;sky;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokelau-Fijian > Polynesian > Nuclear Polynesian > Northern Outlier Polynesian-East Polynesian > Solomons Northern Outlier Polynesian-East Polynesian > sika1261;;
baub1235;Bau-Jagoi Bidayuh;1.54;109.98 ;;http://amangalui.blogspot.de/2012/02/kinship-in-bidayuh-community.html;unknown10;no title;;;;;no date;;misc;;;http://amangalui.blogspot.de/2012/02/kinship-in-bidayuh-community.html;20170717;;Austronesian;x;;sne;Austronesian > Malayo-Polynesian > Land Dayak > Bidayuh-Rejang > baub1235;;
sout2883;Southeast Babar;-7.94;129.80 ;;Mark Taber. 1993. Toward a better understanding of the Indigenous Languages of Southwestern Maluku. Oceanic Linguistics 32. 389-441. ;Taber, Mark;Toward a better understanding of the Indigenous Languages of Southwestern Maluku;Oceanic Linguistics;;;;1993;32;article;;;;20170717;http://glottolog.org/resource/reference/id/110693;Austronesian;x;;vbb;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Central Malayo-Polynesian > Babar > South Babar > Masela-South Babar > sout2883;;
